,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
CTAGE12P,0.799732828,0.043946324,0.151275428,0.29050537,0.771429643,0.999991981
CTAGE13P,0.448180804,0.171950599,0.256959325,0.669174389,0.503384242,0.9165452
CTAGE14P,0.22692774,-0.175340754,0.446372491,-0.392812633,0.694457873,0.999991981
CTAGE15,0.072466882,-0.109913188,0.781301158,-0.140679669,0.888123007,0.999991981
CTAGE16P,0.133758875,0.067373532,0.515259723,0.13075645,0.895967975,0.999991981
CTAGE3P,1.668031225,-0.622506108,0.196555483,-3.167075777,0.001539802,0.019422762
CTAGE4,2.132992724,-0.20413265,0.236376483,-0.863591196,0.387812502,0.804342328
CTAGE6,0.426832957,-0.101383979,0.216456751,-0.468379843,0.63951298,0.999991981
CTAGE7P,0.42724027,-0.214274796,0.346332354,-0.618697022,0.536115972,0.944778061
CTAGE8,13.03897531,-0.018288663,0.071474913,-0.255875276,0.798047146,0.999991981
CTAGE9,30.86532286,-0.115884879,0.070550427,-1.642582246,0.100469397,0.355476428
CTBP1,6360.907874,-0.024254737,0.022996961,-1.054693164,0.291565679,0.686625469
CTBP1.AS,0.042997944,0.003427859,1.675665974,0.002045669,0.998367793,0.999991981
CTBP1.DT,782.5243542,0.150095786,0.068148321,2.20248691,0.027630933,0.14931009
CTBP2,278.2346407,-0.100182099,0.047684403,-2.100940593,0.035646181,0.178837782
CTBP2P1,0.97089975,0.178999666,0.19161373,0.934169308,0.350216565,0.760549896
CTBP2P10,2.331334948,0.051115319,0.106135952,0.481602308,0.630088487,0.999991981
CTBP2P2,0.132965633,-0.059679089,0.483547704,-0.123419237,0.901775125,0.999991981
CTBP2P4,0.731797927,0.007238312,0.176340088,0.041047458,0.967258062,0.999991981
CTBP2P5,5.92643952,-0.118252645,0.106522916,-1.110114607,0.266949644,0.652925368
CTBP2P6,1.892682477,-0.125620679,0.114355881,-1.09850651,0.271983376,0.659945429
CTBP2P7,0.109946326,0.033406017,0.566436769,0.05897572,0.952971447,0.999991981
CTBP2P8,0.131334018,-0.078067462,0.960776236,-0.081254572,0.935239501,0.999991981
CTBP2P9,0.101216523,-0.027920732,0.729559366,-0.038270679,0.969471869,0.999991981
CTBS,5551.827072,0.102799461,0.04009484,2.56390748,0.010350113,0.075467494
CTC1,2418.705284,-0.094968367,0.03647105,-2.603938363,0.009215933,0.069478245
CTCF,361.5764084,-0.043663473,0.041697401,-1.047150945,0.295029966,0.691312467
CTCFL,2699.846311,0.150059969,0.047390495,3.166457089,0.001543081,0.019455243
CTDNEP1,1211.212978,-0.134247945,0.043881984,-3.059295234,0.002218584,0.025129257
CTDP1,1554.976593,-0.063271163,0.034496647,-1.83412503,0.066635437,0.272281321
CTDSP1,1394.77291,-0.071094653,0.027996501,-2.539412044,0.011103896,0.079073476
CTDSP2,773.5927791,0.037164206,0.038988481,0.953209885,0.340483739,0.750341661
CTDSPL,170.1483349,0.262177712,0.106900785,2.452533079,0.014185434,0.093475475
CTDSPL2,880.6716684,0.045176314,0.109949589,0.41088206,0.681159018,0.999991981
CTF1,16606.94761,0.211746987,0.058683231,3.608304858,0.000308204,0.005853187
CTF2P,0.223817933,-0.166816228,0.345277381,-0.483136854,0.628998568,0.999991981
CTH,6580.390383,-0.009955772,0.029198828,-0.340964774,0.733130101,0.999991981
CTHRC1,4406.537049,-0.144160101,0.043889214,-3.284636191,0.001021141,0.014323577
CTIF,987.0278754,0.019014911,0.027603319,0.688863193,0.490909364,0.906096802
CTLA4,315.3682041,0.085574278,0.08223967,1.040547445,0.298085633,0.695146652
CTNNA1,21124.05907,0.01189215,0.031684945,0.375324936,0.707418823,0.999991981
CTNNA1P1,10.91145997,0.00095563,0.106971922,0.008933467,0.992872219,0.999991981
CTNNA2,47.71692993,-0.05195955,0.380918719,-0.136405873,NA,NA
CTNNA2.AS1,1.234819383,-0.046502864,0.168263779,-0.276368831,0.782264794,0.999991981
CTNNA3,54.64823204,-0.029827897,0.076765039,-0.388560963,0.697600949,0.999991981
CTNNAL1,9005.663684,0.072075529,0.03682764,1.957104215,0.050335217,0.225613109
CTNNB1,518.148818,0.341954358,0.064614962,5.29218543,1.21E-07,1.23E-05
CTNNBIP1,1073.618547,0.027167674,0.030145197,0.90122729,0.367467484,0.781191344
CTNNBL1,513.4200346,0.038998232,0.075947673,0.513488173,0.607609882,0.99632305
CTNND1,9620.828536,-0.026099219,0.043350986,-0.602044428,0.547144564,0.952912849
CTNND2,314.8141398,-0.313262051,0.096103689,-3.259625656,0.001115594,0.015327922
CTNS,967.0501672,-0.006420339,0.035015346,-0.183357866,0.854517233,0.999991981
CTPS1,1457.238707,0.069321696,0.061211099,1.132502063,0.257423418,0.63929328
CTPS2,1486.417146,-0.081967464,0.036431034,-2.249935133,0.024453063,0.137389945
CTR9,133.645734,0.0477897,0.136220638,0.350825699,0.725719116,0.999991981
CTRB1,603.1542074,0.11726648,0.590573791,0.198563637,NA,NA
CTRB2,2873.151575,-0.058796819,0.024789072,-2.371884591,0.017697618,0.109171414
CTRC,3196.297194,0.026918092,0.062869827,0.428155982,0.668537561,0.999991981
CTRL,2723.661173,-0.132782631,0.034443395,-3.855097088,0.000115684,0.002807993
CTSA,11008.73613,0.01894744,0.03996751,0.474071068,0.635449229,0.999991981
CTSB,2609.74339,0.336313213,0.072698261,4.626152082,3.73E-06,0.00019538
CTSC,2895.100707,0.020319927,0.047070892,0.431687733,0.665968384,0.999991981
CTSD,3106.281271,-0.067172758,0.036713563,-1.829644176,0.067303163,0.273893519
CTSE,347.4491479,0.024710935,0.119657466,0.206513942,0.836389475,0.999991981
CTSF,404.082727,-0.12424153,0.067787716,-1.832802998,0.066831873,0.272905881
CTSG,389.0118043,-0.130103122,0.03472787,-3.746360559,0.000179419,0.003928794
CTSH,10827.85522,-0.079631515,0.035458113,-2.245791122,0.02471739,0.138316339
CTSK,2326.753836,-0.027622668,0.031290623,-0.882777825,0.377356324,0.793476098
CTSL,1942.834253,0.006281425,0.034391861,0.182642781,0.855078314,0.999991981
CTSL3P,0.194846987,-0.112310832,0.661592289,-0.169758374,0.865200164,0.999991981
CTSLP1,45.33764941,-0.044992153,0.165859001,-0.27126748,0.786185316,0.999991981
CTSLP2,0.68656527,0.119817892,0.193205652,0.620157285,0.53515424,0.94397243
CTSLP4,0.464262694,-0.264304158,0.231186905,-1.143248826,0.252935295,0.632797401
CTSLP6,1211.429003,0.104796014,0.095995684,1.091674229,0.274976317,0.664032188
CTSLP8,5.459699821,-0.160844647,0.07995507,-2.011687918,0.044252845,0.20605305
CTSO,0.088659868,-0.041668985,0.648832958,-0.064221438,0.948793908,0.999991981
CTSS,1223.585695,0.091073488,0.093217291,0.977002095,0.328568115,0.735739524
CTSV,1561.39221,0.018776071,0.026685355,0.703609566,0.481675952,0.898144
CTSZ,5297.114982,-0.087921197,0.034366003,-2.558377174,0.010516196,0.07626271
CTTN,2526.964674,0.058561462,0.02898303,2.02054313,0.043327081,0.203266675
CTTNBP2,2496.043328,-0.081823821,0.049856855,-1.641174944,0.100761105,0.356001414
CTTNBP2NL,3431.669017,-0.047510271,0.063523491,-0.747916563,0.454510487,0.872428204
CTU1,308128.7346,-0.008920925,0.847329242,-0.010528287,NA,NA
CTU2,21.70531711,-0.127727416,0.152405023,-0.838078781,0.401986459,0.819695957
CTXN1,0.255514107,-0.091896489,0.39185972,-0.234513742,0.814586166,0.999991981
CTXN2,36.69778861,0.044058708,0.061812914,0.712775136,0.475984914,0.892215353
CTXN3,269.2947513,-0.044795922,0.068037515,-0.658400328,0.510280924,0.922563387
CTXND1,62.2258756,0.008586869,0.043448896,0.197631466,0.843333414,0.999991981
CUBN,19.98917293,0.128356154,0.093825438,1.368031501,0.171302216,0.497591656
CUBNP1,0.558070359,-0.110801271,0.200504514,-0.552612354,0.58052888,0.978395346
CUBNP2,0.207226832,-0.014242828,0.418679971,-0.034018413,0.972862468,0.999991981
CUBNP3,8.898049323,-0.011257858,0.108989601,-0.103292952,0.91773047,0.999991981
CUEDC1,31.96797086,-0.044452248,0.055579239,-0.799799504,0.42382697,0.842493297
CUEDC2,915.0291821,-0.153390841,0.061876673,-2.478976878,0.013175985,0.088809559
CUL1,3665.555232,-0.009762006,0.025180212,-0.387685604,0.698248711,0.999991981
CUL1P1,0.047159982,-0.016907074,1.090604622,-0.015502478,0.987631308,0.999991981
CUL2,5620.022553,0.113247376,0.036446309,3.107238522,0.00188844,0.022438948
CUL3,3359.893858,-0.048624155,0.02788647,-1.74364685,0.081220689,0.310017085
CUL4A,2.609037707,-0.509272784,0.250093603,-2.036328711,0.041717359,0.198425601
CUL4AP1,0.06833705,0.024989558,1.050876781,0.023779723,0.981028314,0.999991981
CUL4B,627.1383224,-0.67761886,0.11256938,-6.01956642,1.75E-09,3.73E-07
CUL5,1654.519214,0.047770921,0.053876143,0.886680419,0.375250983,0.791277481
CUL7,2934.096692,-0.047083698,0.037698474,-1.248955015,0.211681528,0.565606406
CUL9,4253.957395,-0.02880159,0.035310694,-0.815661949,0.414693508,0.832571441
CUTA,2769.603059,-0.002655891,0.037515276,-0.070794914,0.943560979,0.999991981
CUTALP,0.184993044,-0.140458602,0.628777589,-0.2233836,0.823236967,0.999991981
CUTC,117.6353204,-0.183775305,0.37147578,-0.494716788,NA,NA
CUX1,0.303815358,-0.136048275,0.312948686,-0.434730295,0.663758206,0.999991981
CUX2,513.652582,-0.15911506,0.059270622,-2.684551871,0.007262711,0.058854873
CUX2P1,65.43867907,0.157069531,0.085184411,1.843876474,0.065201144,0.268598435
CUZD1,864.6324406,0.518942519,0.110302094,4.704738617,2.54E-06,0.000143958
CWC15,3.354884759,-0.352051303,0.19059145,-1.847151606,0.064725171,0.267302657
CWC22,3337.068454,-0.103441062,0.068660357,-1.506561684,0.131923045,0.421767124
CWC25,0.092383864,-0.02069839,0.58850579,-0.03517109,0.971943315,0.999991981
CWC27,3309.140388,0.15520632,0.072732184,2.133942792,0.032847464,0.168915242
CWF19L1,17.51971895,-0.080902715,0.065890444,-1.227836844,0.219508222,0.579530448
CWF19L2,34.97321121,0.047012559,0.107263948,0.438288539,0.661177133,0.999991981
CWH43,373.1736903,-0.662777199,0.284876227,-2.326544432,0.019989525,0.118840102
CX3CL1,3201.959387,0.317145641,0.0886222,3.578625247,0.000345406,0.006375167
CX3CR1,2839.632185,-0.201635309,0.091256061,-2.209555259,0.027136043,0.147391403
CXADR,13.84095428,-0.099205992,0.093859902,-1.05695819,0.290530669,0.685138982
CXADRP1,8.018491366,-0.052648192,0.087504741,-0.601661021,0.547399801,0.953166414
CXADRP2,1.582082414,0.034722791,0.193281671,0.179648649,0.85742841,0.999991981
CXADRP3,0.24718187,-0.254114526,0.384046997,-0.661675597,0.508179148,0.920983661
CXCL1,2280.239963,-0.060765447,0.042133875,-1.442199351,0.149246144,0.457406677
CXCL10,21.1234618,0.091935026,0.100783859,0.912199899,0.361663497,0.773486978
CXCL11,0.39520338,-0.013812511,0.263629259,-0.052393696,0.958214997,0.999991981
CXCL12,917.9251751,0.146970721,0.040515835,3.627488371,0.000286192,0.005528746
CXCL13,5.277117571,0.382929699,0.539850081,0.709326001,0.478122197,0.894553948
CXCL14,1906.650123,-0.0091862,0.039016028,-0.235446829,0.813861943,0.999991981
CXCL16,131.8984508,1.46380219,0.231001028,6.336777808,2.35E-10,7.14E-08
CXCL17,2007.476623,0.061742072,0.065310837,0.945357227,0.344476531,0.754658497
CXCL1P1,0.059024281,-0.03803478,1.090804396,-0.034868562,0.972184549,0.999991981
CXCL2,1178.453891,-0.060538384,0.050295223,-1.203660714,0.228720743,0.594684192
CXCL3,232.2519088,-0.149263447,0.090336776,-1.652299915,0.098473427,0.35134583
CXCL5,8029.470634,-0.132119753,0.052259619,-2.52814229,0.011466787,0.080657758
CXCL6,0.753366469,-0.395492137,0.204977422,-1.92944244,0.053675959,0.235487526
CXCL8,17011.0545,0.118467708,1.825918436,0.064881161,NA,NA
CXCL9,1347.394467,-0.129629584,0.040248718,-3.220713316,0.00127872,0.01693902
CXCR1,15.70729763,-0.422765105,0.152574355,-2.770879185,0.005590517,0.049090665
CXCR2,15.21811551,-0.099478778,0.111205912,-0.894545771,0.371029952,0.786223936
CXCR2P1,0.134280031,0.160506312,0.476197889,0.337058007,0.736073172,0.999991981
CXCR3,0.037445318,0.00518639,2.479123717,0.002092025,0.998330806,0.999991981
CXCR4,1211.860903,-0.044712899,0.030138331,-1.483589055,0.137917975,0.434246807
CXCR5,2101.072385,-0.016194508,0.042665326,-0.37957072,0.704264099,0.999991981
CXCR6,0.133403493,-0.214196615,1.035828534,-0.206787715,0.836175651,0.999991981
CXorf21,3335.965583,-0.074654873,0.029936209,-2.493798539,0.012638425,0.086504122
CXorf38,995.5604008,0.814144794,0.180915098,4.500148432,6.79E-06,0.000318234
CXorf40A,0.187546595,-0.016349142,0.426492563,-0.038333945,0.969421427,0.999991981
CXorf40B,758.511727,0.09703695,0.066538075,1.458367258,0.14473934,0.448136505
CXorf49,0.834855564,-0.025661652,0.165161305,-0.15537327,0.876527056,0.999991981
CXorf49B,81.47919676,0.41452541,0.109140084,3.798104177,0.000145807,0.003350828
CXorf51A,2.876860083,0.122679536,0.096326099,1.273585633,0.202810307,0.550919678
CXorf51B,0.069774834,0.069865322,1.22836989,0.056876453,0.954643612,0.999991981
CXorf56,1180.206209,-0.008521076,0.027963954,-0.304716412,0.760582149,0.999991981
CXorf58,3.174905947,-0.571668964,0.154613187,-3.697414003,0.000217807,0.004529786
CXorf65,1.025751124,0.207077697,0.192107193,1.077927871,0.281065946,0.671580166
CXorf66,573.2185714,-0.096158313,0.031502567,-3.052396049,0.002270223,0.025564275
CXXC1,546.1400064,-0.073098515,0.03713861,-1.968262021,0.049037897,0.22133889
CXXC1P1,92.65771561,0.006134468,0.096228186,0.063749178,0.949169946,0.999991981
CXXC4,2170.010454,-0.068739618,0.046875379,-1.466433329,0.142530272,0.443826019
CXXC4.AS1,32.05682175,-0.06842111,0.080887198,-0.845883046,0.397617991,0.815414777
CXXC5,0.221464435,0.182810648,0.324848935,0.562755878,0.573601129,0.973584812
CYB561,9253.739592,-0.076126684,0.039946629,-1.905709824,0.056687864,0.244523894
CYB561A3,832.0829803,-0.049894075,0.048401295,-1.030841733,0.302615044,0.701428672
CYB561D1,1799.072016,0.221529704,0.777107011,0.285069753,NA,NA
CYB561D2,31568.03019,-0.017662803,0.05169559,-0.34166943,0.73259968,0.999991981
CYB5A,1144.365619,0.132546615,0.073130697,1.812462069,0.06991483,0.280905949
CYB5AP4,782.6305076,-0.103301373,0.0680061,-1.519001569,0.128762101,0.41484708
CYB5AP5,1.597637068,-0.024063521,0.126266558,-0.190577152,0.848856893,0.999991981
CYB5B,3206.916708,0.055937089,0.036692946,1.524464371,0.127392751,0.412000383
CYB5D1,9757.550677,0.036715029,0.038958566,0.942412211,0.345981638,0.756276525
CYB5D2,2020.071586,-0.008705395,0.047459412,-0.183428206,0.854462046,0.999991981
CYB5R1,83.6534778,0.269986799,0.107213722,2.518211226,0.011795256,0.082311146
CYB5R2,64.87491761,-0.001366403,0.059646477,-0.022908362,0.98172337,0.999991981
CYB5R3,9351.716009,0.076218369,0.037953006,2.008230112,0.044618845,0.207279816
CYB5R4,1007.677163,0.005883652,0.03723901,0.157997001,0.874459162,0.999991981
CYB5RL,0.027325186,0.00999522,2.511023671,0.003980536,0.996824,0.999991981
CYBA,6050.702305,0.012851182,0.069853493,0.183973358,0.854034355,0.999991981
CYBB,932.514491,-0.010626378,0.03825511,-0.277776687,0.781183788,0.999991981
CYBC1,101.6968719,-0.157312945,0.096415888,-1.631608108,0.102762069,0.36036158
CYBRD1,107.9826595,-0.016930543,0.119152318,-0.142091595,0.887007657,0.999991981
CYC1,10672.06349,-0.028294875,0.051931708,-0.544847758,0.585858229,0.981559722
CYCS,260.5559548,-0.139145215,0.040604463,-3.426845366,0.000610637,0.009771346
CYCSP10,3.028541603,-0.038925965,0.215280676,-0.180814952,0.856512827,0.999991981
CYCSP11,133.2068244,-0.481813797,0.105933842,-4.54825188,5.41E-06,0.000263075
CYCSP12,0.037296317,-0.037042832,1.264344821,-0.029298046,0.976626885,0.999991981
CYCSP17,0.417159058,-0.191216074,0.488766464,-0.391221755,0.695633329,0.999991981
CYCSP19,0.167402211,0.267667031,0.648169394,0.412958454,0.679637053,0.999991981
CYCSP2,0.198678481,-0.350968987,0.637333747,-0.5506832,0.581850863,0.978516002
CYCSP20,0.159007017,-0.029808662,0.495067325,-0.06021133,0.951987322,0.999991981
CYCSP24,0.215662363,-0.191524071,0.513400535,-0.373050003,0.709111228,0.999991981
CYCSP25,0.103407044,0.017742765,0.722159985,0.024569023,0.980398728,0.999991981
CYCSP26,1.300514242,-0.082160978,0.133229466,-0.616687739,0.53744071,0.946051804
CYCSP27,11.09080455,-0.157142462,0.116834594,-1.344999427,0.17862542,0.510801128
CYCSP28,0.122908613,-0.135440267,1.121108515,-0.120809239,0.903842132,0.999991981
CYCSP29,0.800118458,0.034969908,0.159816873,0.218812367,0.826796213,0.999991981
CYCSP30,0.585926747,0.008391412,0.279414361,0.030032142,0.976041419,0.999991981
CYCSP32,31.67324761,-0.226099239,0.079083922,-2.858978595,0.004250075,0.040325377
CYCSP34,18.66022121,-0.011558484,0.650060777,-0.01778062,NA,NA
CYCSP35,0.116778988,-0.039521177,0.826983628,-0.047789552,0.961883963,0.999991981
CYCSP38,0.348557336,-0.004680658,0.279192229,-0.016765003,0.98662409,0.999991981
CYCSP39,0.211158535,-0.114514474,0.533378239,-0.214696561,0.830003904,0.999991981
CYCSP40,94.81414354,-0.017953469,0.045027784,-0.398719795,0.690099681,0.999991981
CYCSP41,1.792587084,-0.272370056,0.398849267,-0.682889699,0.494676543,0.909148915
CYCSP42,17.01439224,0.053690167,0.070140509,0.765465885,0.443994173,0.862081042
CYCSP43,1.078653594,0.021781794,0.143506394,0.151782739,0.879358297,0.999991981
CYCSP44,1.968637158,-0.06078114,0.30799861,-0.197342253,0.843559716,0.999991981
CYCSP45,1.36599079,0.142373997,0.157500746,0.9039576,0.366017884,0.779094759
CYCSP46,3.924529486,-0.427686816,0.136611576,-3.130677715,0.001744034,0.021271592
CYCSP48,0.185553457,0.221930306,0.312479532,0.710223499,0.477565551,0.893993612
CYCSP49,0.135445135,-0.177368578,0.490413476,-0.3616715,0.717597527,0.999991981
CYCSP5,1.425746388,-0.069185161,0.112914216,-0.612723211,0.540059373,0.947740831
CYCSP51,5.091979252,-0.119026914,0.074854035,-1.590120213,0.111807711,0.379639637
CYCSP52,2.818209461,0.13448078,0.129157561,1.041214922,0.297775812,0.694611035
CYCSP53,177.2584567,-0.064774341,0.060780261,-1.065713452,0.286553195,0.679647654
CYCSP55,218.8709747,-0.097245244,0.059043974,-1.646996915,0.09955868,0.353585331
CYCSP6,7105.471191,-0.018112354,0.034059901,-0.531779399,0.594878793,0.988470409
CYCSP8,0.151771819,-0.085205431,0.518150939,-0.164441333,0.869383728,0.999991981
CYCTP,8.37347934,0.02911971,0.085555097,0.340362072,0.733583878,0.999991981
CYFIP1,1.876329682,0.202105678,0.17052557,1.185192796,0.235941228,0.605970428
CYFIP2,1904.758668,0.006833515,0.069417212,0.098441225,0.921581941,0.999991981
CYGB,559.1368055,0.187729789,0.101147129,1.856007091,0.063452547,0.263990839
CYHR1,36.27124313,-0.354942788,0.142943481,-2.483098812,0.013024495,0.08807598
CYLC1,30477.85598,-0.045674487,0.048282605,-0.945982249,0.34415764,0.754557614
CYLC2,15.27186604,0.173882964,0.091383616,1.902780509,0.057069192,0.245663159
CYLD,104.2246606,0.871915933,0.159341254,5.472003694,4.45E-08,5.51E-06
CYP11A1,3174.143943,-0.110481267,0.064407964,-1.715335506,0.086283732,0.321614774
CYP11B1,2872.243592,-0.009455818,0.031536073,-0.299841321,0.764298195,0.999991981
CYP11B2,7.092193266,0.151927354,0.112846047,1.346324115,0.178198012,0.510127064
CYP17A1,17.26842978,0.068345742,0.218918398,0.312197343,0.754890551,0.999991981
CYP19A1,652.3791702,0.057888189,0.068263893,0.848005984,0.396434638,0.814296277
CYP1A1,6444.459352,0.087699305,0.062467914,1.403909613,0.160345767,0.478058303
CYP1A2,706.1369348,0.013881127,0.031960462,0.434321848,0.664054741,0.999991981
CYP1B1,769.4379241,-0.274931687,0.071006534,-3.871920929,0.000107981,0.002655462
CYP1B1.AS1,0.133565964,-0.103706053,0.956534761,-0.108418488,0.913663736,0.999991981
CYP1D1P,0.067272316,-0.042641567,1.003871439,-0.04247712,0.966118351,0.999991981
CYP20A1,5756.995142,-0.096074403,0.058864922,-1.632116393,0.102654969,0.360240311
CYP21A1P,1.400475436,0.036521962,0.187964484,0.194302464,0.845939056,0.999991981
CYP21A2,1045.920995,0.02151364,0.054024791,0.398217916,0.690469561,0.999991981
CYP24A1,950.035153,0.310834614,0.128324656,2.422251688,0.015424663,0.098905
CYP26A1,142.9068352,0.116083101,0.093269992,1.244592153,0.213281706,0.568048772
CYP26B1,585.3521858,-0.074011072,0.096477176,-0.767135556,0.443000924,0.860873539
CYP26C1,1616.720715,0.161749201,0.048555354,3.331233088,0.000864622,0.012637869
